,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_early_stopping_rounds,param_early_stopping_tolerance,param_exclude,param_feature_names,param_feature_types,param_greediness,param_inner_bags,param_interactions,param_learning_rate,param_max_bins,param_max_interaction_bins,param_max_leaves,param_max_rounds,param_min_samples_leaf,param_n_jobs,param_objective,param_outer_bags,param_random_state,param_smoothing_rounds,param_validation_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
ExplainableBoostingMachineClassifier,48.53521885871887,2.027577737075313,0.006598377227783203,0.00019599020019868199,50,0.0001,[],"['location_imp', 'x', 'y', 'age_range', 'avg_age', 'n_child_prop', 'n_teen_prop', 'n_males_prop', 'n_participants', 'day', 'day_of_week', 'month', 'year', 'days_from_first_incident', 'poverty_perc', 'democrat', 'gun_law_rank', 'aggression', 'accidental', 'defensive', 'suicide', 'road', 'house', 'school', 'business', 'illegal_holding', 'drug_alcohol', 'officers', 'organized', 'social_reasons', 'abduction']",,0.0,0,10,0.01,256,32,3,5000,2,-2,log_loss,8,42,0,0.15,"{'early_stopping_rounds': 50, 'early_stopping_tolerance': 0.0001, 'exclude': [], 'feature_names': ['location_imp', 'x', 'y', 'age_range', 'avg_age', 'n_child_prop', 'n_teen_prop', 'n_males_prop', 'n_participants', 'day', 'day_of_week', 'month', 'year', 'days_from_first_incident', 'poverty_perc', 'democrat', 'gun_law_rank', 'aggression', 'accidental', 'defensive', 'suicide', 'road', 'house', 'school', 'business', 'illegal_holding', 'drug_alcohol', 'officers', 'organized', 'social_reasons', 'abduction'], 'feature_types': None, 'greediness': 0.0, 'inner_bags': 0, 'interactions': 10, 'learning_rate': 0.01, 'max_bins': 256, 'max_interaction_bins': 32, 'max_leaves': 3, 'max_rounds': 5000, 'min_samples_leaf': 2, 'n_jobs': -2, 'objective': 'log_loss', 'outer_bags': 8, 'random_state': 42, 'smoothing_rounds': 0, 'validation_size': 0.15}",0.5369084499519282,0.544286173289065,0.5490154337413519,0.5430449533502969,0.5391734825656478,0.542485698579658,0.004201628102022773,1
